Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
21-02-2018,56.92,58.50,27.41,72.68,64.48,50.05,44.94,80.22,100.94
22-02-2018,57.31,59.12,27.18,73.16,64.56,50.18,45.15,80.10,101.06
23-02-2018,58.16,60.42,27.59,73.80,65.90,50.67,46.34,81.40,102.45
26-02-2018,58.41,60.77,28.00,74.79,66.93,50.99,46.20,82.40,103.32
27-02-2018,57.60,59.97,27.73,73.87,66.27,50.31,45.45,81.55,101.13
28-02-2018,56.56,58.59,27.37,72.81,65.79,49.80,45.15,80.23,100.67
01-03-2018,55.99,58.52,26.88,71.41,64.71,49.65,45.16,78.96,99.59
02-03-2018,55.92,58.79,26.97,71.36,65.33,50.08,45.04,79.77,99.71
05-03-2018,56.67,59.42,27.34,72.22,65.99,50.54,45.95,80.49,100.88
06-03-2018,57.30,59.44,27.45,72.55,66.14,50.57,45.32,80.39,101.59
07-03-2018,57.09,59.00,27.41,72.54,66.49,50.12,45.01,80.78,100.89
08-03-2018,57.14,58.98,27.48,72.91,66.79,50.59,45.34,81.33,101.22
09-03-2018,58.18,60.11,28.16,74.49,68.05,50.91,45.46,82.51,102.79
12-03-2018,58.03,60.08,28.05,73.60,68.27,50.81,45.65,82.14,103.11
13-03-2018,57.78,59.64,27.74,73.24,67.48,50.79,45.75,82.26,102.41
14-03-2018,57.07,59.30,27.42,72.43,67.43,50.25,46.21,81.84,102.24
15-03-2018,56.33,58.99,27.44,72.65,67.47,49.91,46.19,81.73,102.15
16-03-2018,56.33,59.52,27.47,73.02,67.39,49.93,46.64,81.72,102.05
19-03-2018,55.52,58.59,27.26,72.47,66.06,49.44,46.31,80.40,100.80
20-03-2018,55.48,59.10,27.33,72.71,66.03,49.28,46.10,80.50,101.41
21-03-2018,56.08,60.65,27.30,72.81,65.62,48.69,45.92,80.16,101.31
22-03-2018,54.42,59.41,26.30,70.41,63.93,48.29,46.15,77.85,99.16
23-03-2018,53.24,59.04,25.44,69.41,62.11,47.69,45.49,76.23,97.04
26-03-2018,54.45,60.11,26.34,71.05,64.61,48.36,45.97,77.83,100.08
27-03-2018,53.89,59.53,25.81,70.05,62.53,48.35,46.63,76.92,98.13
28-03-2018,53.21,58.38,25.86,69.82,62.11,49.01,46.61,77.32,96.91
29-03-2018,54.23,59.62,26.22,70.85,63.34,49.35,46.85,77.89,98.29
02-04-2018,53.04,58.43,25.64,69.38,61.83,48.15,46.49,76.13,95.52
03-04-2018,53.80,59.67,25.99,70.35,62.45,48.77,46.66,77.30,96.73
04-04-2018,54.14,59.61,26.28,70.65,63.31,49.52,46.75,78.39,98.50
05-04-2018,55.17,60.66,26.48,71.34,63.57,49.65,47.13,78.33,99.82
06-04-2018,53.83,59.56,25.83,69.40,62.00,49.16,46.78,76.44,97.69
09-04-2018,54.11,59.84,25.98,69.19,62.45,49.12,46.85,77.20,97.47
10-04-2018,55.24,61.83,26.37,70.24,64.02,49.25,46.50,78.50,98.64
11-04-2018,54.81,62.48,26.05,69.72,63.65,49.15,46.43,77.85,98.35
12-04-2018,55.40,62.47,26.52,70.74,64.41,49.06,45.83,78.39,98.76
13-04-2018,55.35,63.15,26.12,70.56,64.21,49.30,46.17,78.35,98.22
16-04-2018,56.09,63.80,26.23,71.26,64.70,49.83,46.80,78.97,98.94
17-04-2018,56.71,64.05,26.21,71.87,65.91,49.95,47.28,79.59,100.78
18-04-2018,57.12,65.05,26.11,72.60,65.73,49.57,47.10,79.66,101.28
19-04-2018,56.52,65.15,26.52,72.40,65.01,48.14,47.07,79.00,100.95
20-04-2018,56.19,64.82,26.53,72.09,64.08,47.33,46.64,78.56,99.93
23-04-2018,56.02,65.21,26.49,72.01,63.87,47.27,46.67,78.87,100.11
24-04-2018,54.52,64.51,26.32,70.00,62.76,46.98,46.99,78.26,98.55
25-04-2018,54.83,65.04,26.30,70.20,62.75,47.07,46.99,78.63,98.96
26-04-2018,55.16,66.01,26.31,69.92,63.91,47.36,47.48,79.63,100.56
27-04-2018,55.00,65.27,26.36,69.82,63.78,47.61,47.95,79.95,101.00
30-04-2018,54.29,65.26,26.10,68.87,63.37,47.31,47.82,78.72,100.62
01-05-2018,54.25,64.86,26.12,68.55,64.17,46.89,47.67,78.69,100.77
02-05-2018,54.13,65.15,25.81,67.95,64.09,45.96,47.63,77.61,100.09
03-05-2018,54.36,64.99,25.61,68.12,64.25,45.93,47.58,76.92,99.63
04-05-2018,55.04,65.30,25.94,68.90,65.48,46.60,47.77,77.52,100.93
07-05-2018,55.04,65.39,26.11,69.37,65.95,46.31,47.53,77.42,101.28
08-05-2018,54.91,65.92,26.30,69.86,66.08,46.11,46.33,76.82,100.85
09-05-2018,55.69,67.25,26.68,70.65,66.87,46.17,46.01,77.29,101.20
10-05-2018,56.10,67.77,26.90,71.11,67.75,46.47,46.65,78.30,101.56
11-05-2018,56.09,67.87,26.88,71.26,67.69,46.45,46.74,79.47,101.80
14-05-2018,56.31,68.33,26.86,71.14,67.67,46.44,46.56,79.99,101.98
15-05-2018,56.14,68.34,26.81,70.88,67.02,46.25,46.16,78.95,101.38
16-05-2018,56.80,68.60,26.85,71.14,67.31,46.60,45.78,79.41,102.21
17-05-2018,56.92,69.63,26.81,71.42,66.98,46.74,45.42,79.43,101.87
18-05-2018,57.02,69.08,26.57,71.84,66.69,46.44,45.41,79.64,101.77
21-05-2018,57.32,69.75,26.78,72.93,67.28,46.64,45.67,79.73,102.33
22-05-2018,56.83,68.85,26.95,72.04,67.15,46.55,45.85,79.54,101.85
23-05-2018,56.71,68.83,26.78,71.94,67.65,46.74,46.28,79.78,102.60
24-05-2018,56.50,67.70,26.59,72.35,67.60,46.70,46.63,79.50,102.83
25-05-2018,56.21,65.95,26.48,72.21,67.55,46.77,46.81,79.42,102.99
29-05-2018,55.24,65.74,25.59,71.04,67.14,46.67,46.84,78.60,102.20
30-05-2018,55.88,67.78,26.08,71.96,67.63,47.31,47.18,79.69,103.12
31-05-2018,55.41,67.20,25.87,70.95,67.61,46.57,47.29,78.85,102.62
01-06-2018,56.25,67.56,26.15,71.75,68.83,46.55,46.54,79.78,103.36
04-06-2018,56.56,66.94,26.23,71.67,69.35,46.94,46.19,80.09,104.53
05-06-2018,57.01,66.78,26.12,71.80,69.65,46.72,45.92,79.97,105.15
06-06-2018,58.07,67.12,26.59,72.42,70.08,46.78,44.93,80.89,106.20
07-06-2018,57.76,68.16,26.66,72.58,69.41,47.07,45.17,80.85,106.41
08-06-2018,57.94,68.04,26.72,72.96,69.42,47.67,45.16,81.39,106.88
11-06-2018,58.01,68.33,26.66,73.02,69.48,48.04,45.02,81.52,107.06
12-06-2018,58.09,67.80,26.57,72.95,69.83,48.14,45.59,81.46,107.57
13-06-2018,57.48,67.54,26.49,72.37,69.48,47.98,45.47,81.46,107.75
14-06-2018,57.55,67.42,26.24,72.10,69.95,48.07,46.02,81.91,108.86
15-06-2018,57.17,65.98,26.24,71.92,69.70,48.70,46.34,82.11,109.07
18-06-2018,57.02,66.71,26.20,71.65,69.76,47.99,46.50,81.29,108.88
19-06-2018,55.99,66.53,26.14,70.12,69.37,48.23,46.99,81.50,108.74
20-06-2018,55.78,66.84,26.04,70.14,69.55,48.29,47.00,81.68,109.25
21-06-2018,55.21,65.54,26.00,69.30,69.00,48.38,47.16,81.23,108.46
22-06-2018,55.96,66.96,25.86,69.51,68.79,48.77,47.48,81.57,108.32
25-06-2018,55.14,65.49,25.59,68.65,67.37,49.01,48.28,80.83,105.95
26-06-2018,55.34,66.40,25.50,68.87,67.63,48.81,48.28,80.59,106.69
27-06-2018,55.15,67.29,25.18,68.32,66.73,48.68,48.55,79.87,105.34
28-06-2018,55.38,67.20,25.40,68.45,67.51,48.73,48.55,80.01,106.15
29-06-2018,55.56,67.64,25.38,68.59,67.46,48.67,48.60,80.15,106.32
02-07-2018,55.27,66.55,25.52,68.71,68.11,48.40,48.96,80.40,106.48
03-07-2018,55.18,67.10,25.29,68.52,67.30,48.53,49.10,80.65,105.93
05-07-2018,55.66,66.96,25.35,68.83,68.25,49.21,49.39,81.48,106.48
06-07-2018,55.92,67.38,25.47,69.09,69.03,49.35,49.76,82.63,107.32
09-07-2018,56.44,68.38,26.07,70.34,69.57,49.14,48.22,83.18,108.59
10-07-2018,56.89,68.89,25.95,70.57,69.75,49.74,48.68,83.53,108.81
11-07-2018,55.94,67.40,25.83,69.45,69.39,49.57,49.11,82.86,108.58
12-07-2018,56.08,67.52,25.88,70.21,70.56,49.52,49.15,83.81,109.30
13-07-2018,56.06,67.89,25.75,70.63,70.50,49.83,49.17,83.99,109.56
16-07-2018,55.61,67.09,26.23,70.33,70.31,49.59,49.10,83.43,109.79
17-07-2018,56.35,66.87,26.27,70.60,70.83,50.00,49.08,83.90,109.90
18-07-2018,56.37,66.89,26.67,71.39,70.73,49.64,48.82,83.95,109.82
19-07-2018,55.99,66.89,26.28,71.36,70.50,49.65,49.28,83.49,109.59
20-07-2018,55.78,66.66,26.34,71.27,70.49,49.94,48.92,83.32,109.11
23-07-2018,55.48,66.39,26.68,70.83,70.83,49.66,48.59,83.52,109.00
24-07-2018,56.21,67.23,26.76,71.16,71.23,49.72,48.75,84.27,108.68
25-07-2018,56.62,67.85,26.84,72.14,72.10,50.07,48.89,85.26,109.47
26-07-2018,56.94,68.54,26.80,72.76,71.02,50.38,49.44,85.09,108.88
27-07-2018,56.74,68.22,26.87,72.75,69.78,50.44,49.25,84.47,108.63
30-07-2018,56.62,68.82,26.89,72.07,68.73,50.38,48.96,84.56,107.77
31-07-2018,57.13,68.61,26.70,73.59,68.90,50.61,49.47,85.41,108.25
01-08-2018,56.58,67.69,26.70,72.66,69.51,50.16,49.07,85.45,107.75
02-08-2018,56.17,67.34,26.71,72.55,70.38,50.71,49.34,85.75,108.43
03-08-2018,56.72,67.01,26.85,72.58,70.65,51.31,49.86,86.28,108.79
06-08-2018,56.72,67.25,26.99,72.70,71.06,51.31,49.92,86.41,109.53
07-08-2018,56.88,67.72,27.11,73.23,71.31,51.02,49.83,86.41,110.03
08-08-2018,56.69,67.23,27.19,72.91,71.49,50.63,49.57,86.55,110.17
09-08-2018,56.97,66.60,27.04,72.52,71.52,50.49,49.79,86.45,110.58
10-08-2018,56.16,66.98,26.73,71.93,70.97,50.31,49.58,86.11,109.65
13-08-2018,55.59,66.16,26.46,71.57,70.88,50.29,49.65,86.14,109.12
14-08-2018,56.04,66.34,26.69,72.04,71.33,50.63,49.77,86.53,110.18
15-08-2018,55.15,64.02,26.51,71.69,70.68,50.85,50.16,86.39,108.82
16-08-2018,55.50,64.48,26.84,72.58,70.96,51.62,50.76,87.22,109.35
17-08-2018,55.89,64.66,26.90,73.03,71.10,51.99,51.01,87.52,109.46
20-08-2018,56.29,65.09,26.99,73.49,70.99,51.97,50.82,87.82,110.15
21-08-2018,56.51,65.42,27.09,74.05,71.06,51.56,50.45,87.79,111.10
22-08-2018,56.26,66.20,27.03,73.36,71.28,51.26,50.08,87.88,111.25
23-08-2018,55.86,65.87,26.89,73.13,71.42,51.14,50.07,87.82,111.07
24-08-2018,56.54,66.38,26.97,73.44,72.16,51.07,50.28,88.22,111.71
27-08-2018,57.34,66.87,27.32,74.33,72.83,51.10,49.95,88.55,112.50
28-08-2018,57.14,66.58,27.31,74.24,72.96,50.94,49.86,88.64,112.72
29-08-2018,57.55,66.98,27.30,74.31,73.60,50.99,50.22,89.22,113.99
30-08-2018,56.90,66.77,27.08,73.76,73.39,50.85,50.25,89.13,113.32
31-08-2018,56.74,66.26,27.05,73.79,73.42,50.85,50.02,89.10,113.77
04-09-2018,56.33,66.13,27.22,73.80,73.21,50.71,50.29,88.47,114.05
05-09-2018,56.67,66.05,27.22,74.26,72.24,51.31,50.95,88.73,112.80
06-09-2018,56.79,64.82,27.07,74.51,71.72,51.47,51.20,88.77,112.45
07-09-2018,56.45,64.81,27.05,74.30,71.49,51.36,50.61,88.90,112.45
10-09-2018,56.50,64.79,27.03,74.68,71.71,51.55,50.88,88.62,112.86
11-09-2018,56.61,65.41,27.06,74.63,72.32,51.36,50.73,88.59,113.77
12-09-2018,56.64,65.74,26.81,74.90,72.04,51.94,50.68,89.05,113.99
13-09-2018,56.86,65.76,26.78,75.29,72.84,51.87,51.09,90.12,114.11
14-09-2018,56.84,66.11,26.96,75.70,72.81,51.75,50.82,89.83,113.76
17-09-2018,57.03,66.21,26.87,75.73,71.90,51.94,50.97,89.53,112.34
18-09-2018,57.10,66.68,26.98,76.41,72.33,51.70,50.87,90.02,113.78
19-09-2018,57.73,66.88,27.45,76.37,72.18,51.63,49.79,89.91,113.81
20-09-2018,58.33,66.87,27.68,76.46,73.01,52.24,49.88,90.75,114.57
21-09-2018,58.20,67.32,27.57,76.69,72.81,52.34,50.08,90.90,114.14
24-09-2018,57.40,68.32,27.28,75.67,73.06,51.58,49.64,91.05,113.35
25-09-2018,57.11,68.72,27.16,75.44,73.01,51.26,49.03,90.80,113.79
26-09-2018,56.53,68.06,26.84,75.34,72.74,51.29,48.52,91.00,114.07
27-09-2018,56.03,68.08,26.74,75.46,73.13,51.19,49.01,91.44,114.46
28-09-2018,55.68,67.89,26.46,75.41,73.43,51.31,49.73,91.72,114.34
01-10-2018,56.26,68.91,26.56,76.10,73.79,51.27,49.57,92.22,114.13
02-10-2018,56.50,68.95,26.56,76.24,73.77,51.57,50.21,92.12,112.49
03-10-2018,56.08,69.53,26.79,76.57,74.02,51.02,49.59,91.91,112.11
04-10-2018,55.85,69.18,27.00,76.34,72.71,50.91,49.88,91.07,110.41
05-10-2018,55.40,69.16,26.88,75.97,71.80,50.87,50.65,90.98,109.55
08-10-2018,55.38,69.13,27.04,76.13,70.97,51.55,51.05,90.85,109.80
09-10-2018,53.52,69.79,26.95,74.98,71.22,51.45,51.25,91.06,109.49
10-10-2018,52.17,67.31,26.13,72.43,67.87,50.79,50.99,88.94,105.79
11-10-2018,51.53,65.21,25.36,70.73,66.96,49.57,49.99,86.50,103.96
12-10-2018,51.69,65.40,25.37,71.10,69.06,49.85,50.01,87.83,105.90
15-10-2018,51.50,64.87,25.25,71.26,67.92,50.15,50.20,87.15,105.62
16-10-2018,52.40,65.45,25.66,72.44,69.95,50.70,50.77,89.66,107.76
17-10-2018,52.00,64.99,25.91,71.96,69.67,50.94,50.69,90.10,106.89
18-10-2018,51.42,64.69,25.51,70.68,68.28,50.90,50.74,89.10,104.80
19-10-2018,51.07,64.10,25.59,70.41,68.25,52.06,51.53,88.21,103.77
22-10-2018,50.64,63.41,25.05,70.16,68.82,51.65,51.18,87.52,104.18
23-10-2018,50.10,61.72,24.85,69.02,68.56,51.86,50.91,87.05,104.20
24-10-2018,48.52,59.36,24.19,66.67,65.51,52.11,52.09,84.20,101.09
25-10-2018,49.20,60.06,24.58,67.15,67.73,52.18,51.32,85.26,104.12
26-10-2018,48.89,59.60,24.24,66.50,66.38,51.28,50.43,84.31,100.91
29-10-2018,48.77,58.48,24.46,65.37,65.28,51.82,51.12,84.52,100.09
30-10-2018,49.91,59.83,24.86,66.71,66.00,52.83,51.28,85.42,101.52
31-10-2018,50.55,60.19,25.21,67.24,67.56,52.37,50.70,85.56,102.87
01-11-2018,52.02,60.70,25.32,68.41,68.35,52.69,50.43,86.67,104.88
02-11-2018,51.86,60.61,25.32,68.25,67.02,52.49,50.18,86.10,105.37
05-11-2018,52.06,61.63,25.70,68.61,66.95,53.12,50.88,86.85,105.44
06-11-2018,52.89,61.84,25.83,69.36,67.39,53.42,51.26,87.28,105.96
07-11-2018,53.84,62.83,26.17,70.51,69.31,53.70,51.83,89.85,108.82
08-11-2018,53.61,61.47,26.27,70.40,69.26,53.75,51.74,89.93,108.86
09-11-2018,52.86,61.40,26.03,69.68,68.09,54.07,51.79,89.63,107.34
12-11-2018,52.08,60.10,25.51,68.31,65.72,53.79,51.78,88.42,105.19
13-11-2018,51.93,58.69,25.66,68.61,65.78,53.62,51.98,87.82,105.16
14-11-2018,51.86,58.62,25.31,68.38,64.97,53.29,51.43,87.09,104.37
15-11-2018,52.59,59.58,25.68,69.27,66.61,53.20,51.06,87.93,104.22
16-11-2018,53.10,60.27,25.70,69.26,66.51,53.32,51.79,88.77,103.79
19-11-2018,52.35,60.20,25.69,68.17,63.97,53.24,52.05,87.63,101.26
20-11-2018,51.38,58.22,25.15,66.75,62.61,52.35,51.79,86.77,99.87
21-11-2018,51.82,59.16,25.17,67.21,63.04,51.94,51.03,86.34,99.93
23-11-2018,51.24,57.24,24.94,67.06,62.47,52.14,51.08,86.45,99.56
26-11-2018,51.85,58.20,25.46,67.62,63.89,52.18,51.35,87.30,101.82
27-11-2018,51.19,58.01,25.49,67.46,64.02,52.65,51.79,88.18,102.08
28-11-2018,51.99,59.03,25.96,69.08,66.25,53.11,51.74,90.33,105.09
29-11-2018,52.35,59.38,25.75,69.10,65.61,53.17,51.71,90.60,104.62
30-11-2018,52.53,59.22,25.88,69.79,66.25,53.62,52.47,91.54,105.30
03-12-2018,53.43,60.58,26.04,70.63,67.69,53.59,52.99,92.01,107.35
04-12-2018,51.83,58.84,24.90,67.60,65.11,52.74,53.05,89.95,103.47
06-12-2018,51.13,57.79,24.55,67.22,65.28,52.72,53.06,89.61,103.98
07-12-2018,49.91,57.44,24.10,65.46,62.95,52.05,53.28,87.36,100.87
10-12-2018,50.04,56.52,23.76,65.62,63.85,52.08,53.42,87.66,100.93
11-12-2018,49.88,56.56,23.53,65.24,63.92,52.50,53.60,87.95,100.98
12-12-2018,50.32,56.77,23.64,65.59,64.42,52.44,53.28,88.69,102.03
13-12-2018,49.73,56.97,23.49,65.43,64.52,52.78,53.75,88.76,101.55
14-12-2018,49.38,55.66,23.27,64.52,62.95,51.87,53.63,85.81,99.85
17-12-2018,48.50,54.62,23.04,63.44,61.61,50.65,51.91,84.02,97.27
18-12-2018,48.75,53.36,22.92,63.78,62.11,50.06,51.57,83.36,98.09
19-12-2018,48.09,52.70,22.64,62.56,60.89,49.58,51.46,82.27,96.10
20-12-2018,47.46,51.26,22.46,61.43,59.77,48.70,51.56,81.21,93.96
21-12-2018,47.02,50.73,22.01,60.26,57.96,48.19,51.23,80.08,91.87
24-12-2018,45.81,48.72,21.53,58.41,56.39,46.77,49.08,78.18,90.10
26-12-2018,47.87,51.74,22.51,61.16,59.82,48.10,49.79,81.62,95.45
27-12-2018,48.75,52.07,22.79,61.90,60.27,48.59,50.22,82.51,95.95
28-12-2018,48.48,51.62,22.77,61.73,60.12,48.56,50.28,82.58,95.97
31-12-2018,48.88,51.89,23.01,62.36,60.71,48.76,50.37,83.74,97.01
02-01-2019,49.13,52.92,23.17,62.65,60.73,48.51,49.50,82.58,97.73
03-01-2019,47.75,52.37,22.67,60.77,57.68,48.20,49.52,80.80,95.60
04-01-2019,49.63,54.22,23.40,63.12,60.21,49.19,50.26,83.21,98.80
07-01-2019,49.80,54.96,23.46,63.56,60.73,49.14,49.92,83.56,101.04
08-01-2019,50.30,55.42,23.47,64.46,61.27,49.61,50.54,84.31,102.14
09-01-2019,50.34,56.27,23.58,64.88,62.05,49.13,50.20,84.59,102.65
10-01-2019,50.78,56.46,23.61,65.78,62.31,49.45,50.90,84.78,102.37
11-01-2019,50.57,56.27,23.64,65.71,62.22,49.59,50.73,85.07,102.45
14-01-2019,50.19,55.98,23.81,65.70,61.64,49.34,49.56,84.12,101.82
15-01-2019,49.88,56.17,24.01,65.49,62.58,49.82,50.18,85.61,102.74
16-01-2019,50.06,56.10,24.53,65.55,62.61,49.55,50.32,85.47,102.46
17-01-2019,50.93,56.63,24.68,66.67,63.03,49.78,50.54,86.25,103.21
18-01-2019,51.76,57.76,25.09,67.91,63.97,50.35,50.59,87.25,104.66
22-01-2019,51.06,56.50,24.82,66.53,62.91,49.91,50.69,86.68,103.09
23-01-2019,50.72,55.92,24.83,66.63,63.12,50.48,51.20,86.76,103.26
24-01-2019,50.42,56.24,24.88,66.99,63.66,49.86,51.46,86.02,103.69
25-01-2019,51.40,56.94,25.09,67.84,64.58,49.68,50.77,86.12,104.85
28-01-2019,51.35,56.37,25.02,67.18,63.70,49.90,50.54,85.16,104.23
29-01-2019,51.86,56.55,24.95,68.11,63.04,49.99,50.68,85.57,103.52
30-01-2019,52.42,57.33,25.07,69.17,64.99,50.33,51.04,86.74,105.58
31-01-2019,51.58,57.69,25.03,69.47,64.88,51.27,52.13,87.83,106.50
01-02-2019,51.80,58.70,25.16,69.59,65.28,51.09,51.94,87.92,104.99
04-02-2019,51.69,58.86,25.26,70.51,66.34,51.42,52.04,87.65,105.72
05-02-2019,52.08,58.93,25.22,71.11,66.89,51.43,52.12,87.55,106.67
06-02-2019,51.75,58.49,25.16,71.12,67.12,51.46,52.09,87.92,106.24
07-02-2019,51.04,57.21,24.92,70.63,66.18,51.40,52.78,86.97,105.36
08-02-2019,51.00,56.96,24.79,70.72,66.56,51.64,53.02,87.13,104.95
11-02-2019,51.08,57.21,24.86,71.10,66.53,51.78,52.98,87.01,105.12
12-02-2019,52.22,57.92,25.24,72.21,67.42,52.19,53.10,88.19,106.75
13-02-2019,52.28,58.67,25.29,72.66,67.51,52.32,52.96,88.40,107.46
14-02-2019,52.01,58.87,25.00,72.30,67.63,51.69,52.85,88.64,107.08
15-02-2019,52.72,59.82,25.51,73.27,68.15,52.20,53.04,89.95,107.80
19-02-2019,53.04,60.01,25.57,73.23,68.18,52.47,53.35,89.74,108.24
20-02-2019,53.95,60.26,25.73,73.59,68.27,52.37,53.59,89.62,108.47
21-02-2019,53.74,59.32,25.59,73.33,68.30,52.51,53.98,88.84,108.25
22-02-2019,53.95,59.51,25.54,73.77,69.16,52.27,54.32,89.65,108.84
25-02-2019,54.34,59.60,25.64,74.07,69.51,51.98,53.95,89.77,108.47
26-02-2019,54.00,59.41,25.59,73.86,69.65,52.01,53.90,89.47,108.63
27-02-2019,53.92,59.63,25.68,74.14,69.57,51.97,53.98,89.04,108.54
28-02-2019,53.26,59.05,25.61,73.90,69.38,52.17,54.27,88.78,107.96
01-03-2019,53.20,60.12,25.77,73.97,69.85,52.05,54.38,90.04,108.83
04-03-2019,53.44,60.23,25.61,73.64,69.60,52.00,54.50,88.83,108.50
05-03-2019,53.19,60.03,25.52,73.17,69.37,51.96,54.41,88.77,108.76
06-03-2019,53.31,59.27,25.35,72.48,69.02,51.88,54.43,87.47,108.24
07-03-2019,52.87,58.92,25.08,72.06,68.36,51.56,54.60,86.79,106.95
08-03-2019,52.97,57.81,25.07,71.90,68.35,51.57,54.80,86.58,106.20
11-03-2019,53.71,58.71,25.32,72.51,69.84,52.25,55.19,87.60,107.66
12-03-2019,53.92,59.08,25.37,71.91,70.22,52.25,55.55,88.22,107.95
13-03-2019,54.19,59.70,25.57,72.52,70.69,52.60,55.61,89.18,108.34
14-03-2019,53.77,59.76,25.66,72.29,70.84,52.52,55.57,89.01,108.01
15-03-2019,53.84,59.73,25.84,72.10,71.69,52.79,55.81,89.44,108.70
18-03-2019,53.96,60.57,26.09,72.74,71.99,52.90,55.60,89.30,109.77
19-03-2019,53.90,60.40,25.90,72.48,72.17,52.86,54.96,90.02,110.32
20-03-2019,53.85,60.93,25.36,71.98,71.95,52.61,55.11,89.38,110.48
21-03-2019,54.42,61.36,25.29,72.67,73.76,53.25,55.70,89.73,111.99
22-03-2019,52.79,59.71,24.58,71.01,72.02,53.18,56.09,88.11,109.75
25-03-2019,52.71,59.74,24.49,71.20,71.72,53.29,56.15,88.06,110.39
26-03-2019,53.01,60.59,24.77,71.68,72.11,53.74,56.56,88.65,110.88
27-03-2019,52.97,60.17,24.66,71.75,71.71,53.57,56.16,87.93,110.65
28-03-2019,53.47,60.39,24.88,72.31,71.99,53.82,55.50,88.17,111.33
29-03-2019,53.92,60.29,24.95,73.05,72.69,54.18,55.80,89.21,111.91
01-04-2019,54.74,61.11,25.56,74.56,73.70,54.01,55.42,89.35,113.13
02-04-2019,54.92,60.68,25.56,74.52,73.94,53.55,55.49,89.14,113.11
03-04-2019,55.64,60.08,25.63,74.31,74.54,53.29,55.40,89.02,113.92
04-04-2019,56.22,60.58,25.78,74.77,74.23,53.49,55.19,88.85,114.83
05-04-2019,56.18,61.65,25.80,74.99,74.57,53.66,55.73,89.46,115.51
08-04-2019,56.21,61.93,25.85,74.66,74.85,53.89,55.33,89.44,115.92
09-04-2019,55.80,61.17,25.61,73.63,74.51,53.83,55.48,89.13,114.74
10-04-2019,55.78,61.43,25.72,73.62,75.04,54.01,55.27,89.23,115.43
11-04-2019,55.73,61.45,25.85,74.27,74.92,54.09,55.56,88.13,115.58
12-04-2019,56.48,61.60,26.34,75.23,75.45,54.22,55.84,87.25,116.30
15-04-2019,56.21,61.24,26.19,74.83,75.41,54.58,55.84,87.66,116.54
16-04-2019,56.46,61.63,26.54,75.28,75.79,54.57,55.07,85.88,117.05
17-04-2019,56.12,61.55,26.59,75.39,76.23,54.85,54.94,83.39,117.26
18-04-2019,56.18,61.27,26.53,76.24,76.44,54.91,54.96,83.52,117.23
22-04-2019,55.81,62.51,26.47,76.01,76.62,54.91,54.90,83.59,116.80
23-04-2019,56.04,62.50,26.61,76.68,77.47,54.80,55.09,84.92,118.19
24-04-2019,55.71,61.37,26.58,76.44,77.48,54.87,55.40,84.80,118.30
25-04-2019,55.00,61.18,26.65,74.91,77.46,54.53,55.65,85.75,117.60
26-04-2019,55.45,60.45,26.89,75.46,77.18,55.02,55.73,86.55,118.60
29-04-2019,55.36,60.36,27.16,75.66,77.19,55.07,55.39,86.39,118.15
30-04-2019,55.82,60.33,27.18,76.01,77.32,55.72,56.31,86.83,117.96
01-05-2019,54.82,59.04,26.96,75.46,77.13,55.05,55.73,86.60,116.60
02-05-2019,54.53,58.04,27.01,75.41,76.73,55.03,55.59,87.02,116.67
03-05-2019,55.07,58.54,27.23,76.32,77.44,55.42,55.93,87.65,118.04
06-05-2019,54.30,58.54,27.06,75.61,76.87,55.37,55.61,88.20,117.32
07-05-2019,53.34,58.15,26.60,74.07,75.24,54.81,55.42,86.49,115.63
08-05-2019,53.28,58.12,26.53,74.06,75.11,54.78,54.67,86.60,115.58
09-05-2019,52.88,58.15,26.52,73.95,74.61,54.67,54.64,86.46,115.13
10-05-2019,53.57,58.41,26.66,74.25,74.82,55.33,55.59,86.43,115.28
13-05-2019,52.39,57.45,25.88,72.14,72.01,54.85,56.22,84.88,111.93
14-05-2019,52.82,58.16,26.08,72.92,73.19,55.07,55.78,85.25,112.93
15-05-2019,52.70,58.42,25.97,73.01,73.96,55.51,55.72,85.48,113.74
16-05-2019,53.42,58.74,26.25,73.66,74.69,55.94,56.08,86.16,114.77
17-05-2019,53.12,58.14,26.09,72.85,74.06,55.76,56.40,85.99,113.94
20-05-2019,52.35,58.19,26.13,72.65,72.77,55.64,56.47,85.96,113.14
21-05-2019,53.16,58.84,26.37,73.53,73.66,55.50,56.53,86.70,113.90
22-05-2019,52.80,57.90,26.23,72.91,73.24,55.79,56.98,87.23,112.74
23-05-2019,51.99,56.05,25.84,71.82,71.98,55.73,57.46,86.92,111.39
24-05-2019,52.28,56.16,26.05,71.87,72.02,55.55,57.37,87.10,111.52
28-05-2019,51.79,55.56,25.75,71.17,71.77,54.58,56.43,85.83,110.78
29-05-2019,51.75,55.22,25.73,70.84,71.34,54.19,55.68,85.02,109.83
30-05-2019,51.86,54.54,25.62,71.17,71.79,54.42,55.61,85.48,110.49
31-05-2019,51.28,53.66,25.24,70.15,70.62,53.70,55.88,84.80,109.05
03-06-2019,52.88,54.36,25.41,70.62,69.38,54.39,56.43,85.07,108.12
04-06-2019,54.43,55.26,26.09,72.32,71.66,54.86,56.48,86.52,111.07
05-06-2019,54.87,54.67,26.26,73.08,72.65,55.54,57.69,87.11,111.61
